facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,precio_hora,duracion,presupuesto,numero_perfiles_requeridos,volumetria,exito,prob_exito
Menos de 250k,Básico,General,Híbrido,Por debajo del mercado,2,330177,7,380,1,34
Más de 1M,Experto,Específica,Remoto,Dentro del mercado,34,193508,13,996,0,55
Más de 1M,Intermedio,General,Presencial,Por debajo del mercado,11,109883,2,546,1,57
250k a 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,35,212459,1,402,1,66
250k a 1M,Experto,Sin Experiencia,Híbrido,Por encima del mercado,36,340691,6,989,1,44
250k a 1M,Básico,Específica,Remoto,Dentro del mercado,29,414897,7,217,0,32
Más de 1M,Intermedio,General,Presencial,Por encima del mercado,13,94927,11,297,1,44
Menos de 250k,Experto,General,Híbrido,Por debajo del mercado,34,105688,12,894,0,9
250k a 1M,Básico,General,Remoto,Por debajo del mercado,31,290315,16,630,1,32
Más de 1M,Experto,Específica,Híbrido,Por debajo del mercado,31,242819,7,613,1,40
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,11,355110,6,887,1,21
Menos de 250k,Intermedio,General,Híbrido,Por encima del mercado,18,7085,20,851,1,66
250k a 1M,Básico,Específica,Híbrido,Dentro del mercado,24,263257,12,296,0,69
Más de 1M,Básico,Sin Experiencia,Remoto,Por debajo del mercado,23,475855,14,706,0,99
250k a 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,14,144678,13,70,0,14
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,29,341796,15,222,0,37
Menos de 250k,Intermedio,Específica,Híbrido,Por debajo del mercado,1,463067,4,292,0,4
Menos de 250k,Experto,Sin Experiencia,Remoto,Por debajo del mercado,34,291039,18,468,1,8
Menos de 250k,Básico,General,Híbrido,Dentro del mercado,28,14680,17,943,0,2
250k a 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,7,63934,8,995,0,69
250k a 1M,Básico,Específica,Híbrido,Dentro del mercado,3,498481,9,896,0,39
Menos de 250k,Experto,General,Híbrido,Por encima del mercado,23,225301,10,171,1,80
Menos de 250k,Básico,General,Híbrido,Dentro del mercado,4,244384,9,425,1,4
Menos de 250k,Básico,Sin Experiencia,Presencial,Por encima del mercado,16,314000,3,677,1,51
250k a 1M,Intermedio,General,Remoto,Por debajo del mercado,16,300583,14,871,0,28
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,9,436860,7,43,0,78
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,23,193345,1,934,0,63
Más de 1M,Básico,General,Remoto,Dentro del mercado,15,488140,10,911,1,98
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,8,412351,4,490,0,87
Menos de 250k,Básico,Sin Experiencia,Remoto,Por encima del mercado,36,193910,17,716,0,42
250k a 1M,Básico,Específica,Presencial,Dentro del mercado,27,179276,4,831,0,43
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,3,117792,17,904,1,97
Más de 1M,Experto,Sin Experiencia,Remoto,Dentro del mercado,6,373655,14,153,0,5
Más de 1M,Experto,Específica,Híbrido,Por debajo del mercado,12,495565,16,15,1,66
250k a 1M,Experto,Sin Experiencia,Híbrido,Por encima del mercado,8,9109,11,317,1,0
Más de 1M,Básico,Específica,Remoto,Dentro del mercado,4,498302,19,704,1,63
Menos de 250k,Básico,Específica,Híbrido,Por debajo del mercado,19,404536,15,412,0,50
Más de 1M,Intermedio,General,Remoto,Por encima del mercado,36,288198,20,197,0,9
Más de 1M,Intermedio,Específica,Remoto,Por debajo del mercado,27,322695,19,953,1,3
Más de 1M,Experto,Específica,Presencial,Por debajo del mercado,1,104926,2,193,0,89
Más de 1M,Experto,General,Remoto,Por debajo del mercado,35,130836,9,95,0,39
250k a 1M,Experto,Sin Experiencia,Presencial,Dentro del mercado,6,289569,15,501,0,87
Menos de 250k,Básico,General,Híbrido,Dentro del mercado,12,18809,10,237,0,0
Más de 1M,Intermedio,General,Remoto,Dentro del mercado,9,145903,16,285,0,29
Menos de 250k,Experto,Específica,Remoto,Por debajo del mercado,19,485234,8,497,1,11
250k a 1M,Básico,General,Presencial,Por debajo del mercado,32,20118,14,91,1,80
250k a 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,35,255154,8,187,0,14
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,29,237845,16,849,1,41
250k a 1M,Básico,Específica,Híbrido,Dentro del mercado,36,99988,15,742,1,13
Más de 1M,Experto,General,Remoto,Dentro del mercado,3,281560,14,662,0,91
250k a 1M,Básico,Específica,Remoto,Por debajo del mercado,1,9048,7,650,0,12
250k a 1M,Básico,Específica,Híbrido,Por encima del mercado,10,175278,20,511,1,87
Más de 1M,Experto,Específica,Remoto,Dentro del mercado,32,223688,10,86,1,90
250k a 1M,Experto,General,Híbrido,Por encima del mercado,20,106149,4,86,0,4
Menos de 250k,Intermedio,Específica,Híbrido,Dentro del mercado,6,66997,6,737,0,39
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,14,320230,19,933,0,17
250k a 1M,Básico,General,Remoto,Por debajo del mercado,24,378791,10,314,0,90
Más de 1M,Experto,Específica,Remoto,Dentro del mercado,28,129779,5,382,0,6
Más de 1M,Intermedio,General,Híbrido,Por encima del mercado,32,241138,2,52,0,86
250k a 1M,Experto,General,Remoto,Por debajo del mercado,28,124786,18,72,0,7
250k a 1M,Intermedio,General,Híbrido,Por debajo del mercado,15,306379,7,357,1,18
Más de 1M,Básico,General,Presencial,Dentro del mercado,4,170583,11,911,0,84
Más de 1M,Experto,Sin Experiencia,Presencial,Por debajo del mercado,32,182728,2,495,1,82
Menos de 250k,Experto,Sin Experiencia,Remoto,Dentro del mercado,16,174973,14,803,1,4
Menos de 250k,Experto,General,Remoto,Por debajo del mercado,23,202164,20,833,0,59
Más de 1M,Experto,General,Remoto,Por encima del mercado,25,355481,7,669,1,65
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por encima del mercado,34,311001,8,740,1,73
Más de 1M,Intermedio,General,Remoto,Por encima del mercado,21,234312,9,171,1,19
Menos de 250k,Experto,Específica,Presencial,Por debajo del mercado,2,146985,1,727,0,95
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,23,497177,18,473,1,22
250k a 1M,Experto,Sin Experiencia,Presencial,Dentro del mercado,31,295413,12,893,1,7
Más de 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,28,115046,3,875,0,64
250k a 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,16,303769,17,772,0,54
250k a 1M,Experto,Específica,Presencial,Dentro del mercado,4,330964,16,46,0,52
Más de 1M,Básico,Específica,Híbrido,Por encima del mercado,12,451220,11,623,0,13
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,15,437048,13,867,1,62
Menos de 250k,Básico,Específica,Remoto,Por debajo del mercado,23,395559,3,810,0,46
Más de 1M,Experto,General,Remoto,Por encima del mercado,16,347331,4,809,1,88
Menos de 250k,Básico,Específica,Remoto,Por debajo del mercado,20,190555,3,645,1,41
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,9,268267,1,272,0,74
Más de 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,16,420986,20,904,0,78
Más de 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,9,452917,9,178,0,34
Menos de 250k,Básico,Sin Experiencia,Presencial,Por encima del mercado,4,343835,16,823,0,28
250k a 1M,Básico,Específica,Presencial,Por encima del mercado,1,158560,10,268,1,12
250k a 1M,Intermedio,General,Remoto,Dentro del mercado,24,277046,2,754,1,87
Menos de 250k,Experto,Sin Experiencia,Remoto,Por debajo del mercado,25,118599,20,39,1,65
Menos de 250k,Experto,Sin Experiencia,Presencial,Dentro del mercado,30,26637,11,216,0,99
Más de 1M,Experto,Específica,Presencial,Dentro del mercado,25,11666,12,603,1,62
Más de 1M,Experto,Específica,Remoto,Por debajo del mercado,11,149182,2,796,1,94
Menos de 250k,Intermedio,Específica,Remoto,Por debajo del mercado,6,440501,12,497,0,99
Menos de 250k,Básico,General,Remoto,Dentro del mercado,22,14889,19,703,1,82
Menos de 250k,Intermedio,General,Remoto,Dentro del mercado,36,124822,3,513,0,71
250k a 1M,Básico,General,Remoto,Dentro del mercado,17,260748,11,381,0,7
250k a 1M,Experto,Específica,Presencial,Dentro del mercado,20,35904,20,163,1,25
Menos de 250k,Experto,General,Híbrido,Dentro del mercado,21,301777,16,984,1,87
Menos de 250k,Experto,Sin Experiencia,Híbrido,Por encima del mercado,17,468663,18,341,1,26
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,29,358485,2,310,0,39
Más de 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,7,406818,1,853,0,24
250k a 1M,Básico,Específica,Híbrido,Por encima del mercado,14,300015,10,225,0,76
Menos de 250k,Básico,Específica,Remoto,Por encima del mercado,1,202219,20,247,1,53
Más de 1M,Básico,General,Remoto,Por encima del mercado,27,294529,3,183,1,88
Más de 1M,Experto,Sin Experiencia,Híbrido,Por encima del mercado,23,497788,5,350,1,45
250k a 1M,Básico,Específica,Híbrido,Dentro del mercado,13,360109,1,347,1,71
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,2,296893,19,267,1,91
Menos de 250k,Experto,Sin Experiencia,Presencial,Por debajo del mercado,26,56144,15,361,1,78
Menos de 250k,Intermedio,General,Presencial,Por debajo del mercado,17,297562,10,471,1,57
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,13,199847,20,546,0,81
250k a 1M,Experto,Sin Experiencia,Presencial,Dentro del mercado,8,468245,7,244,1,72
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,4,59266,11,461,0,21
250k a 1M,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,22,287650,11,522,1,70
Menos de 250k,Experto,Específica,Presencial,Por debajo del mercado,36,414927,17,918,0,13
250k a 1M,Experto,General,Remoto,Por encima del mercado,1,463016,3,94,1,6
250k a 1M,Experto,Específica,Presencial,Por debajo del mercado,28,251607,15,797,1,8
Menos de 250k,Básico,General,Presencial,Por encima del mercado,22,64443,6,860,1,31
Más de 1M,Experto,Específica,Remoto,Por debajo del mercado,25,194851,12,976,0,23
Menos de 250k,Básico,Específica,Híbrido,Por encima del mercado,36,131531,2,169,1,20
Menos de 250k,Experto,Sin Experiencia,Híbrido,Dentro del mercado,21,159562,14,672,0,89
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,26,436997,14,137,1,56
250k a 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,6,233577,16,24,1,67
Menos de 250k,Básico,Sin Experiencia,Remoto,Por encima del mercado,20,495379,9,619,1,2
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,1,261326,3,718,1,76
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,15,141008,16,551,1,7
250k a 1M,Básico,Específica,Híbrido,Por encima del mercado,35,74008,1,547,0,48
Menos de 250k,Experto,Sin Experiencia,Presencial,Por encima del mercado,8,256806,3,925,0,16
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,9,120321,4,468,0,48
Menos de 250k,Intermedio,General,Híbrido,Dentro del mercado,36,413755,18,307,1,76
Más de 1M,Básico,Específica,Híbrido,Por encima del mercado,28,231877,17,315,0,75
Menos de 250k,Básico,General,Presencial,Por encima del mercado,3,90275,17,13,1,13
Más de 1M,Intermedio,Específica,Remoto,Dentro del mercado,31,461066,5,782,1,4
Más de 1M,Experto,Específica,Presencial,Dentro del mercado,30,460195,13,78,1,100
Más de 1M,Experto,General,Remoto,Por debajo del mercado,23,282275,8,929,1,67
Más de 1M,Básico,Específica,Remoto,Por encima del mercado,14,413475,1,245,1,88
250k a 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,32,80938,17,846,0,100
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,35,91572,13,873,0,86
Menos de 250k,Experto,Sin Experiencia,Remoto,Dentro del mercado,1,263531,17,355,0,4
Más de 1M,Básico,Específica,Remoto,Por debajo del mercado,31,281281,20,975,0,87
250k a 1M,Experto,Sin Experiencia,Remoto,Dentro del mercado,9,24692,7,110,0,42
Más de 1M,Intermedio,General,Híbrido,Dentro del mercado,1,35751,7,504,0,0
Más de 1M,Básico,General,Remoto,Por debajo del mercado,25,300926,9,605,0,65
250k a 1M,Intermedio,General,Presencial,Por encima del mercado,30,379564,2,858,0,32
Menos de 250k,Intermedio,General,Presencial,Por encima del mercado,14,255348,7,858,0,100
Más de 1M,Experto,Sin Experiencia,Remoto,Por debajo del mercado,28,254263,15,570,1,38
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,6,403204,15,785,1,89
250k a 1M,Básico,Específica,Presencial,Por debajo del mercado,28,116880,7,492,1,49
Más de 1M,Experto,Específica,Remoto,Por encima del mercado,34,456443,19,997,0,10
Más de 1M,Básico,Específica,Híbrido,Por encima del mercado,8,54643,18,765,0,9
250k a 1M,Básico,Sin Experiencia,Presencial,Por debajo del mercado,27,274812,19,934,1,87
Más de 1M,Básico,Específica,Híbrido,Por debajo del mercado,36,212892,13,927,0,62
Menos de 250k,Básico,Específica,Híbrido,Por debajo del mercado,19,56924,3,695,0,32
250k a 1M,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,3,438040,2,646,1,22
250k a 1M,Básico,General,Híbrido,Por encima del mercado,15,177446,12,640,1,11
250k a 1M,Experto,Específica,Remoto,Dentro del mercado,21,175984,11,466,1,60
Menos de 250k,Intermedio,Específica,Híbrido,Por encima del mercado,15,83929,17,963,1,12
Menos de 250k,Intermedio,General,Remoto,Por debajo del mercado,9,474444,7,846,0,52
250k a 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,30,314512,17,756,1,50
Menos de 250k,Experto,General,Híbrido,Por encima del mercado,25,237309,2,257,0,44
Menos de 250k,Intermedio,General,Presencial,Por debajo del mercado,14,34717,5,450,0,5
250k a 1M,Básico,General,Remoto,Por encima del mercado,32,127653,1,321,0,37
Menos de 250k,Experto,Sin Experiencia,Presencial,Por debajo del mercado,4,184896,17,755,1,83
250k a 1M,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,15,90067,10,870,0,53
Más de 1M,Básico,Específica,Híbrido,Dentro del mercado,6,394110,3,833,1,18
Menos de 250k,Experto,General,Remoto,Por encima del mercado,20,179676,8,376,0,9
250k a 1M,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,18,151491,15,368,1,69
Más de 1M,Intermedio,Específica,Remoto,Por encima del mercado,9,474366,4,25,1,64
250k a 1M,Básico,Específica,Híbrido,Por debajo del mercado,5,247726,6,863,0,53
250k a 1M,Intermedio,General,Híbrido,Por debajo del mercado,13,58710,14,286,0,28
Menos de 250k,Básico,General,Presencial,Por encima del mercado,3,71650,6,22,1,47
250k a 1M,Experto,Específica,Presencial,Por debajo del mercado,16,415421,11,104,1,93
Menos de 250k,Intermedio,General,Remoto,Por encima del mercado,11,47047,20,271,0,33
Más de 1M,Básico,General,Remoto,Dentro del mercado,34,287955,11,820,1,12
250k a 1M,Básico,Específica,Remoto,Por encima del mercado,19,443464,2,456,1,7
Más de 1M,Experto,Sin Experiencia,Remoto,Por debajo del mercado,1,307189,14,364,1,79
Más de 1M,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,7,448529,17,589,0,23
Menos de 250k,Básico,Específica,Híbrido,Dentro del mercado,11,69305,17,921,1,16
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,7,87091,17,607,1,22
Menos de 250k,Básico,Sin Experiencia,Presencial,Por encima del mercado,25,337063,2,660,0,61
Más de 1M,Experto,General,Presencial,Por encima del mercado,34,458057,17,986,0,80
Menos de 250k,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,7,237756,5,560,0,42
250k a 1M,Experto,Específica,Remoto,Por encima del mercado,16,390278,15,713,1,83
250k a 1M,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,16,341421,6,920,0,95
Más de 1M,Experto,Sin Experiencia,Híbrido,Dentro del mercado,6,96796,1,477,0,66
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,34,212007,8,683,1,7
Menos de 250k,Básico,Sin Experiencia,Remoto,Por encima del mercado,19,378121,9,281,1,18
250k a 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,13,407687,20,886,1,4
250k a 1M,Intermedio,Específica,Híbrido,Dentro del mercado,14,393520,5,429,1,34
250k a 1M,Básico,General,Híbrido,Por debajo del mercado,2,433884,2,271,0,30
Menos de 250k,Básico,Sin Experiencia,Híbrido,Dentro del mercado,21,407582,14,711,1,11
Más de 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,34,353275,2,443,1,4
Más de 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,29,381894,20,522,0,53
250k a 1M,Intermedio,General,Híbrido,Por debajo del mercado,36,377003,1,456,1,48
Menos de 250k,Experto,Específica,Remoto,Dentro del mercado,2,53204,3,358,0,52
Más de 1M,Intermedio,Específica,Presencial,Por encima del mercado,3,103168,8,164,0,61
250k a 1M,Experto,Específica,Híbrido,Por encima del mercado,33,318788,20,904,0,79
Más de 1M,Intermedio,General,Híbrido,Por encima del mercado,24,18052,17,185,0,18
250k a 1M,Básico,General,Híbrido,Por encima del mercado,23,467389,11,93,0,26
250k a 1M,Intermedio,General,Remoto,Dentro del mercado,29,215177,18,336,0,47
Menos de 250k,Básico,Específica,Presencial,Dentro del mercado,27,440455,15,493,1,50
250k a 1M,Intermedio,General,Remoto,Dentro del mercado,22,100721,6,659,1,82
Más de 1M,Experto,Sin Experiencia,Remoto,Por debajo del mercado,9,49690,7,826,0,95
Más de 1M,Intermedio,General,Remoto,Por debajo del mercado,24,96852,18,630,1,32
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,24,274088,3,43,1,78
Más de 1M,Intermedio,General,Presencial,Dentro del mercado,17,377598,10,680,1,52
250k a 1M,Básico,Específica,Remoto,Por encima del mercado,19,35389,14,22,1,95
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,28,19264,9,709,0,61
250k a 1M,Básico,Sin Experiencia,Presencial,Por encima del mercado,12,489417,8,934,0,52
Menos de 250k,Básico,General,Remoto,Por debajo del mercado,25,472333,1,12,1,32
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,15,499605,1,903,0,32
Más de 1M,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,18,422795,16,99,0,56
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,9,91146,6,462,1,27
250k a 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,9,148439,6,223,1,8
Más de 1M,Básico,Específica,Híbrido,Dentro del mercado,17,321291,3,894,1,7
250k a 1M,Experto,General,Remoto,Por debajo del mercado,3,203928,12,101,0,66
Más de 1M,Básico,General,Presencial,Por debajo del mercado,16,372474,8,211,0,6
Menos de 250k,Experto,General,Remoto,Por encima del mercado,32,249981,15,87,1,25
Menos de 250k,Intermedio,General,Híbrido,Por encima del mercado,10,413891,8,174,1,27
250k a 1M,Intermedio,General,Presencial,Dentro del mercado,31,296811,11,742,1,51
Menos de 250k,Experto,General,Remoto,Por debajo del mercado,22,474954,7,481,1,41
250k a 1M,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,15,413309,4,124,1,59
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,17,62455,11,859,1,11
250k a 1M,Intermedio,Específica,Remoto,Por encima del mercado,10,472241,6,872,1,11
Menos de 250k,Básico,Sin Experiencia,Presencial,Por encima del mercado,19,282382,20,20,0,58
Menos de 250k,Experto,General,Híbrido,Por debajo del mercado,24,233379,10,423,0,0
250k a 1M,Experto,Específica,Híbrido,Dentro del mercado,7,110394,14,135,0,53
Más de 1M,Básico,General,Híbrido,Por encima del mercado,14,32604,1,515,1,5
Más de 1M,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,15,110372,13,201,0,17
250k a 1M,Experto,Sin Experiencia,Híbrido,Dentro del mercado,10,280648,19,983,0,54
Menos de 250k,Básico,Específica,Presencial,Dentro del mercado,34,75151,16,929,1,19
Menos de 250k,Básico,Sin Experiencia,Híbrido,Dentro del mercado,4,255065,3,91,0,17
Más de 1M,Experto,Específica,Remoto,Dentro del mercado,36,492469,11,787,0,64
250k a 1M,Intermedio,Específica,Remoto,Dentro del mercado,26,223929,10,105,1,43
250k a 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,31,487065,13,607,0,66
Más de 1M,Básico,Específica,Presencial,Por debajo del mercado,10,321508,4,711,1,14
250k a 1M,Experto,General,Presencial,Por debajo del mercado,26,403665,5,279,0,68
250k a 1M,Intermedio,Específica,Remoto,Por encima del mercado,23,378868,9,162,0,27
Menos de 250k,Intermedio,Específica,Híbrido,Dentro del mercado,10,462819,4,90,0,70
250k a 1M,Básico,General,Remoto,Por encima del mercado,23,32809,1,102,0,100
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,16,233904,8,934,1,82
Más de 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,11,256598,9,703,1,35
250k a 1M,Experto,Específica,Remoto,Dentro del mercado,16,152294,16,105,1,35
Más de 1M,Básico,Específica,Presencial,Por encima del mercado,36,291800,6,729,0,93
Más de 1M,Intermedio,General,Remoto,Dentro del mercado,24,337658,17,968,0,61
Menos de 250k,Experto,Sin Experiencia,Híbrido,Dentro del mercado,33,363531,1,510,0,23
250k a 1M,Intermedio,Específica,Presencial,Dentro del mercado,33,285628,19,732,0,46
Menos de 250k,Intermedio,Específica,Presencial,Por debajo del mercado,11,338346,19,108,0,9
Menos de 250k,Intermedio,General,Remoto,Dentro del mercado,4,114553,20,317,0,42
Menos de 250k,Básico,General,Presencial,Por debajo del mercado,1,100733,2,441,1,31
Menos de 250k,Intermedio,General,Remoto,Por encima del mercado,26,207730,6,590,0,61
Menos de 250k,Experto,Específica,Presencial,Por encima del mercado,2,45341,2,736,0,94
250k a 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,30,365063,15,821,0,52
Más de 1M,Intermedio,Específica,Remoto,Dentro del mercado,32,159134,7,718,0,59
Menos de 250k,Intermedio,Específica,Híbrido,Por encima del mercado,10,494539,16,793,0,46
Más de 1M,Experto,Específica,Híbrido,Por encima del mercado,10,486020,3,753,1,95
Más de 1M,Intermedio,General,Presencial,Dentro del mercado,15,179490,6,404,1,47
Menos de 250k,Experto,Específica,Presencial,Dentro del mercado,14,78539,18,437,1,57
Menos de 250k,Básico,General,Presencial,Por debajo del mercado,3,356701,9,997,1,17
Menos de 250k,Básico,General,Híbrido,Por debajo del mercado,32,52181,20,422,0,20
Más de 1M,Experto,Específica,Híbrido,Por encima del mercado,34,409442,8,366,0,27
Menos de 250k,Intermedio,Específica,Remoto,Por debajo del mercado,33,289834,15,715,1,2
Menos de 250k,Experto,General,Presencial,Dentro del mercado,27,313445,4,760,1,31
Menos de 250k,Intermedio,General,Remoto,Por debajo del mercado,12,437221,15,541,0,39
Menos de 250k,Experto,Específica,Presencial,Dentro del mercado,29,64660,14,796,1,97
Más de 1M,Intermedio,General,Híbrido,Por debajo del mercado,35,303983,7,288,1,74
250k a 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,5,247563,17,861,1,38
250k a 1M,Intermedio,General,Presencial,Dentro del mercado,36,132772,7,31,1,74
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,17,294115,8,623,0,87
250k a 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,15,211501,8,155,0,79
250k a 1M,Básico,Específica,Híbrido,Dentro del mercado,15,439327,13,818,0,79
Más de 1M,Básico,General,Remoto,Por encima del mercado,6,30693,18,429,0,87
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,26,460285,8,420,1,43
250k a 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,5,131042,19,507,1,17
Menos de 250k,Experto,Sin Experiencia,Remoto,Por encima del mercado,7,125409,9,221,0,34
Más de 1M,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,16,216846,5,987,1,90
Más de 1M,Básico,Específica,Remoto,Por encima del mercado,34,446330,19,125,1,27
Menos de 250k,Experto,Sin Experiencia,Presencial,Por debajo del mercado,16,118265,3,195,1,29
Menos de 250k,Intermedio,General,Remoto,Por encima del mercado,5,264629,17,624,0,23
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,4,231299,1,666,1,55
Más de 1M,Intermedio,Específica,Presencial,Dentro del mercado,30,179104,14,897,1,58
Más de 1M,Experto,General,Presencial,Por encima del mercado,23,227902,2,517,1,42
Menos de 250k,Experto,General,Remoto,Por debajo del mercado,23,359268,9,636,1,61
Menos de 250k,Básico,General,Híbrido,Por debajo del mercado,20,84352,9,901,1,5
Menos de 250k,Básico,General,Híbrido,Dentro del mercado,9,121987,19,174,0,25
Más de 1M,Intermedio,General,Presencial,Dentro del mercado,21,128084,17,510,1,32
250k a 1M,Intermedio,Específica,Remoto,Por encima del mercado,24,23399,5,551,1,86
Más de 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,24,156433,12,372,1,1
Menos de 250k,Experto,General,Presencial,Dentro del mercado,30,317695,20,201,1,66
Más de 1M,Básico,Específica,Híbrido,Dentro del mercado,12,413431,12,770,0,52
Más de 1M,Básico,Específica,Híbrido,Por encima del mercado,14,142722,13,119,0,10
Más de 1M,Básico,General,Presencial,Por encima del mercado,10,267174,9,228,0,48
250k a 1M,Experto,Sin Experiencia,Presencial,Por debajo del mercado,8,442108,2,147,1,14
250k a 1M,Intermedio,Específica,Remoto,Por encima del mercado,17,419725,12,936,0,59
Más de 1M,Básico,General,Remoto,Dentro del mercado,20,10765,6,154,1,19
Menos de 250k,Básico,General,Remoto,Por debajo del mercado,2,23322,9,119,1,44
Menos de 250k,Básico,Específica,Presencial,Por debajo del mercado,9,146086,9,717,1,6
Menos de 250k,Experto,General,Presencial,Por debajo del mercado,4,145638,20,258,0,20
Menos de 250k,Intermedio,Específica,Híbrido,Por debajo del mercado,1,375142,17,739,1,36
250k a 1M,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,31,328579,20,390,1,39
Más de 1M,Básico,Sin Experiencia,Híbrido,Dentro del mercado,21,138711,17,87,1,47
Más de 1M,Intermedio,General,Remoto,Por debajo del mercado,11,459347,9,173,0,67
250k a 1M,Experto,Específica,Presencial,Por encima del mercado,35,137718,2,306,0,82
Menos de 250k,Básico,Sin Experiencia,Presencial,Por debajo del mercado,33,143112,4,200,0,53
Más de 1M,Intermedio,General,Híbrido,Dentro del mercado,27,463952,15,436,0,59
Más de 1M,Básico,General,Remoto,Por debajo del mercado,5,105286,10,898,1,85
250k a 1M,Intermedio,Específica,Presencial,Por encima del mercado,19,390137,1,147,0,75
Más de 1M,Experto,General,Remoto,Por encima del mercado,7,59166,14,177,0,37
Más de 1M,Básico,General,Híbrido,Dentro del mercado,21,72286,8,959,0,71
Menos de 250k,Experto,Sin Experiencia,Remoto,Por encima del mercado,10,42500,8,859,1,73
250k a 1M,Básico,Específica,Híbrido,Dentro del mercado,27,170049,17,477,0,21
Menos de 250k,Experto,Específica,Presencial,Dentro del mercado,18,168574,15,930,0,36
Más de 1M,Intermedio,General,Presencial,Por encima del mercado,20,437412,15,516,0,9
250k a 1M,Básico,General,Presencial,Por debajo del mercado,15,96595,4,83,0,8
Más de 1M,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,25,300790,1,301,0,89
