duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito
9,898143,Menos de 250k,Intermedio,General,Remoto,4,Dentro del mercado,0,76
41,930794,Más de 1M,Experto,Sin Experiencia,Remoto,4,Dentro del mercado,0,97
26,351875,Menos de 250k,Básico,General,Remoto,2,Dentro del mercado,1,52
29,177809,250k a 1M,Básico,General,Presencial,9,Por debajo del mercado,0,26
42,422180,250k a 1M,Intermedio,General,Remoto,7,Dentro del mercado,1,90
53,986647,250k a 1M,Experto,Sin Experiencia,Remoto,6,Dentro del mercado,1,100
53,909858,250k a 1M,Experto,Sin Experiencia,Presencial,6,Por debajo del mercado,0,67
9,279566,Menos de 250k,Intermedio,Sin Experiencia,Remoto,2,Dentro del mercado,1,70
55,481334,Menos de 250k,Intermedio,Específica,Remoto,7,Por debajo del mercado,0,51
44,486608,250k a 1M,Básico,Sin Experiencia,Remoto,5,Por encima del mercado,0,40
29,296232,Más de 1M,Intermedio,Sin Experiencia,Presencial,6,Por encima del mercado,0,49
10,479704,250k a 1M,Básico,General,Remoto,9,Dentro del mercado,0,67
36,357268,250k a 1M,Experto,Específica,Presencial,7,Por encima del mercado,1,94
15,152081,Más de 1M,Intermedio,General,Remoto,7,Dentro del mercado,0,85
40,376425,250k a 1M,Básico,General,Remoto,7,Dentro del mercado,0,54
43,526047,250k a 1M,Experto,Específica,Presencial,3,Por encima del mercado,0,77
13,614082,Más de 1M,Intermedio,General,Presencial,7,Dentro del mercado,1,100
49,804842,250k a 1M,Experto,Sin Experiencia,Presencial,3,Por encima del mercado,1,83
