duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,exito,prob_exito
17,1715970,Menos de 250k,Intermedio,Sin Experiencia,Presencial,4,Por debajo del mercado,23,1,40.56
13,339226,Menos de 250k,Básico,Sin Experiencia,Presencial,4,Dentro del mercado,42,1,16.4
20,865673,250k a 1M,Intermedio,General,Híbrido,2,Por debajo del mercado,31,0,30.4
4,277286,Más de 1M,Intermedio,General,Remoto,9,Dentro del mercado,57,0,22.64
10,487785,Menos de 250k,Intermedio,Sin Experiencia,Remoto,14,Dentro del mercado,12,0,16.02
3,1110321,Menos de 250k,Intermedio,Sin Experiencia,Presencial,9,Por encima del mercado,96,0,29.29
9,862461,Menos de 250k,Experto,General,Presencial,13,Por encima del mercado,94,0,40.78
13,1242673,Menos de 250k,Básico,Específica,Remoto,13,Dentro del mercado,32,0,34.97
18,282732,250k a 1M,Experto,Específica,Remoto,2,Por debajo del mercado,77,0,34.9
15,1768224,250k a 1M,Básico,General,Presencial,14,Dentro del mercado,30,1,39.61
4,663474,250k a 1M,Intermedio,General,Remoto,9,Dentro del mercado,52,0,13.45
15,974044,250k a 1M,Básico,Sin Experiencia,Presencial,6,Por debajo del mercado,94,0,27.68
22,934200,Menos de 250k,Intermedio,General,Presencial,8,Dentro del mercado,35,0,33.17
2,263030,Más de 1M,Intermedio,General,Remoto,10,Por encima del mercado,50,0,30.69
15,774238,250k a 1M,Básico,General,Presencial,13,Dentro del mercado,47,0,24.68
8,1664710,Más de 1M,Intermedio,General,Híbrido,13,Por debajo del mercado,97,0,46.97
8,1068652,250k a 1M,Experto,Sin Experiencia,Presencial,4,Por debajo del mercado,20,0,33.01
17,1436652,Menos de 250k,Básico,Sin Experiencia,Presencial,2,Dentro del mercado,38,0,36.37
12,198554,250k a 1M,Intermedio,General,Presencial,2,Por debajo del mercado,69,0,13.42
19,335555,Menos de 250k,Intermedio,Sin Experiencia,Remoto,9,Dentro del mercado,76,0,21.56
10,494191,250k a 1M,Intermedio,Sin Experiencia,Remoto,1,Dentro del mercado,74,1,16.12
9,1552337,Menos de 250k,Básico,Específica,Remoto,12,Por debajo del mercado,70,0,36.15
5,1604094,Menos de 250k,Básico,General,Presencial,7,Por encima del mercado,28,1,38.45
6,1439517,Más de 1M,Básico,General,Presencial,11,Dentro del mercado,55,0,41.84
20,364451,Menos de 250k,Básico,Específica,Remoto,14,Por debajo del mercado,58,1,27.87
2,970597,Más de 1M,Básico,Específica,Híbrido,3,Dentro del mercado,31,1,36.32
13,1382762,Menos de 250k,Intermedio,General,Híbrido,3,Dentro del mercado,87,0,32.08
6,1675794,250k a 1M,Experto,Específica,Presencial,2,Dentro del mercado,66,1,45.39
5,822944,250k a 1M,Experto,General,Remoto,14,Por encima del mercado,23,1,36.71
1,1536205,250k a 1M,Intermedio,General,Híbrido,10,Dentro del mercado,53,0,23.95
21,818747,Menos de 250k,Básico,General,Presencial,6,Por encima del mercado,25,0,40.56
22,274695,Menos de 250k,Básico,General,Híbrido,13,Dentro del mercado,86,0,23.26
21,934315,Menos de 250k,Intermedio,General,Presencial,10,Dentro del mercado,21,1,32.3
6,1394476,Menos de 250k,Básico,General,Híbrido,2,Por encima del mercado,64,0,36.17
6,1151844,250k a 1M,Intermedio,Sin Experiencia,Remoto,10,Dentro del mercado,60,1,22.52
23,1531006,Más de 1M,Intermedio,General,Híbrido,4,Por debajo del mercado,48,1,58.0
16,1311519,Más de 1M,Intermedio,Sin Experiencia,Remoto,10,Dentro del mercado,42,1,48.62
4,1881780,250k a 1M,Intermedio,General,Presencial,9,Dentro del mercado,42,0,31.75
11,1520394,250k a 1M,Experto,General,Híbrido,9,Por debajo del mercado,38,1,42.41
23,758691,250k a 1M,Intermedio,General,Presencial,6,Por encima del mercado,78,0,41.4
9,623189,Menos de 250k,Intermedio,General,Presencial,13,Por debajo del mercado,79,0,17.19
23,1460706,Más de 1M,Experto,Específica,Remoto,4,Por debajo del mercado,40,1,71.95
3,1293064,250k a 1M,Experto,General,Remoto,7,Por encima del mercado,89,1,42.04
19,1786132,250k a 1M,Intermedio,General,Híbrido,14,Dentro del mercado,40,0,43.36
8,440530,Menos de 250k,Intermedio,General,Presencial,1,Por debajo del mercado,98,0,13.58
5,1890634,250k a 1M,Intermedio,Sin Experiencia,Remoto,12,Dentro del mercado,55,0,32.75
4,712784,250k a 1M,Experto,Sin Experiencia,Remoto,4,Dentro del mercado,86,0,24.19
6,1897865,Más de 1M,Experto,Sin Experiencia,Presencial,5,Por debajo del mercado,61,0,58.73
2,291531,250k a 1M,Básico,General,Presencial,8,Por encima del mercado,19,0,16.12
20,1345269,Menos de 250k,Intermedio,General,Presencial,12,Dentro del mercado,97,1,37.6
11,1044465,Más de 1M,Intermedio,Específica,Presencial,2,Dentro del mercado,83,0,45.26
4,969484,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,12,Dentro del mercado,50,0,18.04
15,753650,250k a 1M,Básico,Sin Experiencia,Remoto,5,Dentro del mercado,86,0,24.37
6,1649295,Menos de 250k,Experto,Específica,Remoto,6,Por debajo del mercado,12,0,45.0
22,1969984,250k a 1M,Intermedio,Sin Experiencia,Híbrido,5,Por debajo del mercado,68,0,48.73
17,1336936,Más de 1M,Experto,General,Presencial,13,Dentro del mercado,61,1,59.87
6,394855,Menos de 250k,Experto,General,Híbrido,9,Por encima del mercado,43,0,31.15
19,1605979,Más de 1M,Intermedio,General,Remoto,10,Por debajo del mercado,58,0,55.65
2,1124961,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,1,Dentro del mercado,37,1,18.64
15,481374,Más de 1M,Intermedio,Sin Experiencia,Presencial,14,Por encima del mercado,92,1,45.28
11,1514811,250k a 1M,Básico,Sin Experiencia,Híbrido,3,Por debajo del mercado,96,0,32.32
8,330783,Más de 1M,Intermedio,General,Presencial,14,Por debajo del mercado,22,0,26.93
19,1184106,Menos de 250k,Básico,General,Presencial,2,Por debajo del mercado,78,1,34.31
13,1853847,Más de 1M,Intermedio,Sin Experiencia,Remoto,12,Dentro del mercado,76,1,54.16
12,333707,250k a 1M,Básico,General,Presencial,13,Por debajo del mercado,70,1,15.45
5,427816,Menos de 250k,Básico,Específica,Remoto,3,Dentro del mercado,69,1,15.78
6,1528236,Más de 1M,Básico,Sin Experiencia,Remoto,10,Dentro del mercado,80,0,43.18
22,1036420,Menos de 250k,Básico,General,Remoto,9,Dentro del mercado,33,0,34.7
4,1500503,Más de 1M,Intermedio,General,Presencial,13,Por debajo del mercado,72,0,41.02
19,1828254,Menos de 250k,Intermedio,Sin Experiencia,Presencial,14,Dentro del mercado,95,0,43.99
20,395114,250k a 1M,Intermedio,General,Presencial,9,Dentro del mercado,70,0,23.33
1,293373,250k a 1M,Básico,General,Remoto,10,Por encima del mercado,32,0,15.28
20,397697,Menos de 250k,Básico,Específica,Presencial,2,Por encima del mercado,39,0,38.37
17,1260355,Menos de 250k,Básico,Específica,Presencial,14,Dentro del mercado,69,0,38.72
12,1268758,Menos de 250k,Básico,General,Presencial,3,Dentro del mercado,27,1,29.5
15,1096914,250k a 1M,Experto,General,Presencial,14,Por debajo del mercado,65,0,39.52
1,1815724,Menos de 250k,Básico,General,Remoto,4,Por debajo del mercado,62,0,28.15
14,1705743,250k a 1M,Intermedio,General,Híbrido,9,Por debajo del mercado,16,1,37.8
6,1006331,Menos de 250k,Básico,General,Presencial,3,Dentro del mercado,78,1,20.34
5,1336836,Menos de 250k,Básico,Sin Experiencia,Remoto,13,Por debajo del mercado,81,0,24.43
11,973159,250k a 1M,Intermedio,General,Remoto,7,Por debajo del mercado,88,1,24.19
4,1929867,Menos de 250k,Intermedio,General,Remoto,12,Por encima del mercado,61,0,42.47
13,1021129,Más de 1M,Básico,General,Remoto,3,Por debajo del mercado,13,1,41.65
11,1937106,Más de 1M,Básico,Específica,Remoto,7,Por debajo del mercado,43,0,58.67
3,1769187,250k a 1M,Intermedio,Sin Experiencia,Remoto,7,Por debajo del mercado,78,0,29.19
1,696701,250k a 1M,Básico,General,Presencial,9,Dentro del mercado,42,0,11.34
6,836958,Más de 1M,Básico,Sin Experiencia,Remoto,2,Dentro del mercado,78,0,32.79
18,380904,Menos de 250k,Experto,General,Remoto,13,Por debajo del mercado,47,1,31.37
10,1146413,Menos de 250k,Intermedio,General,Presencial,6,Dentro del mercado,35,0,25.92
5,568349,Menos de 250k,Intermedio,General,Presencial,9,Dentro del mercado,10,0,12.89
23,834838,250k a 1M,Intermedio,General,Híbrido,12,Por encima del mercado,13,1,42.54
10,847968,Menos de 250k,Intermedio,General,Remoto,12,Por encima del mercado,48,1,31.44
12,1651405,250k a 1M,Intermedio,General,Remoto,2,Por encima del mercado,63,0,45.25
2,129083,Más de 1M,Intermedio,General,Híbrido,2,Dentro del mercado,99,0,18.68
13,608819,Más de 1M,Intermedio,General,Remoto,13,Por debajo del mercado,42,0,35.45
8,1369432,250k a 1M,Básico,Específica,Remoto,14,Por debajo del mercado,42,0,32.53
2,1464821,Menos de 250k,Intermedio,Sin Experiencia,Remoto,5,Por debajo del mercado,81,0,23.75
20,1950463,Más de 1M,Intermedio,Sin Experiencia,Híbrido,10,Dentro del mercado,29,0,61.7
1,1697608,250k a 1M,Experto,General,Remoto,10,Por encima del mercado,25,0,46.37
5,827147,Menos de 250k,Intermedio,Específica,Remoto,12,Dentro del mercado,30,1,21.77
9,1098382,Menos de 250k,Intermedio,General,Presencial,10,Por debajo del mercado,54,0,24.33
17,704037,Más de 1M,Básico,Sin Experiencia,Híbrido,8,Dentro del mercado,99,0,40.36
9,1890117,250k a 1M,Intermedio,General,Remoto,11,Por encima del mercado,96,0,46.22
11,1088836,Más de 1M,Básico,General,Presencial,9,Dentro del mercado,91,0,40.92
15,1934276,Más de 1M,Intermedio,Sin Experiencia,Híbrido,2,Por encima del mercado,71,1,67.1
6,1854673,250k a 1M,Básico,General,Remoto,5,Por encima del mercado,40,0,43.08
23,891047,250k a 1M,Intermedio,Específica,Presencial,14,Por encima del mercado,51,1,48.39
3,656791,250k a 1M,Básico,General,Remoto,7,Dentro del mercado,21,0,12.48
17,1352922,Menos de 250k,Intermedio,General,Remoto,6,Dentro del mercado,74,0,35.11
5,659996,250k a 1M,Experto,General,Híbrido,6,Por debajo del mercado,82,0,24.26
12,765472,250k a 1M,Básico,Sin Experiencia,Presencial,7,Por debajo del mercado,12,0,21.94
18,1725335,250k a 1M,Intermedio,Específica,Híbrido,3,Dentro del mercado,99,1,46.57
14,1094244,Más de 1M,Intermedio,General,Remoto,13,Por debajo del mercado,18,1,43.61
21,828513,250k a 1M,Básico,General,Presencial,3,Por encima del mercado,60,0,40.71
11,1256237,250k a 1M,Intermedio,General,Híbrido,10,Por debajo del mercado,25,0,28.44
9,1783951,250k a 1M,Básico,General,Remoto,9,Por encima del mercado,97,0,44.63
2,210081,250k a 1M,Intermedio,General,Presencial,14,Por debajo del mercado,87,0,4.9
